Extract tasks...
Tuning...
INFO:autotvm:Get devices for measurement successfully!
DEBUG:autotvm:No: 1	GFLOPS: 0.0000/0.0000	cost: 0.0000	result: MeasureResult(costs=(InstantiationError('Skipped because of invalid gpu kernel',),), error_no=1, all_cost=0.06154012680053711, timestamp=1543904793.099984)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [4, 1, 128, 1]), ('tile_x', [2, 4, 1, 2]), ('tile_rc', [2, 256]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],winograd,None,65389
DEBUG:autotvm:No: 229	GFLOPS: 3473.3239/3473.3239	cost: 0.0001	result: MeasureResult(costs=(6.656764999999999e-05,), error_no=0, all_cost=1.1729397773742676, timestamp=1543905287.4182248)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 16, 2]), ('tile_x', [1, 1, 8, 2]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],winograd,None,190165
DEBUG:autotvm:No: 230	GFLOPS: 3472.7526/3473.3239	cost: 0.0001	result: MeasureResult(costs=(6.65786e-05,), error_no=0, all_cost=1.20759916305542, timestamp=1543905288.2403111)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 8, 4]), ('tile_x', [1, 1, 16, 1]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 128), ('unroll_explicit', 1)],winograd,None,342001
DEBUG:autotvm:No: 231	GFLOPS: 3087.6755/3473.3239	cost: 0.0001	result: MeasureResult(costs=(7.48819e-05,), error_no=0, all_cost=1.1688625812530518, timestamp=1543905289.0449643)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [32, 2, 4, 2]), ('tile_x', [1, 1, 8, 2]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],winograd,None,413453
DEBUG:autotvm:No: 232	GFLOPS: 2950.1285/3473.3239	cost: 0.0001	result: MeasureResult(costs=(7.83732e-05,), error_no=0, all_cost=1.267923355102539, timestamp=1543905289.901727)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 4, 4]), ('tile_x', [1, 1, 16, 1]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 128), ('unroll_explicit', 0)],winograd,None,110996
DEBUG:autotvm:No: 233	GFLOPS: 2934.7774/3473.3239	cost: 0.0001	result: MeasureResult(costs=(7.878314999999999e-05,), error_no=0, all_cost=1.2055625915527344, timestamp=1543905290.6817298)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 4, 4]), ('tile_x', [1, 1, 16, 1]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],winograd,None,187996
DEBUG:autotvm:No: 234	GFLOPS: 2935.7239/3473.3239	cost: 0.0001	result: MeasureResult(costs=(7.875775e-05,), error_no=0, all_cost=1.1791808605194092, timestamp=1543905291.4669256)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [32, 1, 8, 2]), ('tile_x', [1, 2, 4, 2]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],winograd,None,182239
DEBUG:autotvm:No: 235	GFLOPS: 3101.6633/3473.3239	cost: 0.0001	result: MeasureResult(costs=(7.45442e-05,), error_no=0, all_cost=1.1106171607971191, timestamp=1543905292.23591)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 8, 4]), ('tile_x', [1, 2, 8, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],winograd,None,26081
DEBUG:autotvm:No: 236	GFLOPS: 3011.1795/3473.3239	cost: 0.0001	result: MeasureResult(costs=(7.67842e-05,), error_no=0, all_cost=1.2198779582977295, timestamp=1543905293.086903)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 8, 4]), ('tile_x', [1, 2, 8, 1]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 128), ('unroll_explicit', 0)],winograd,None,110781
DEBUG:autotvm:No: 237	GFLOPS: 3000.7899/3473.3239	cost: 0.0001	result: MeasureResult(costs=(7.705004999999999e-05,), error_no=0, all_cost=1.1775927543640137, timestamp=1543905293.8547425)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 1, 8, 4]), ('tile_x', [1, 2, 8, 1]), ('tile_rc', [32, 16]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],winograd,None,187781
DEBUG:autotvm:No: 238	GFLOPS: 3010.2445/3473.3239	cost: 0.0001	result: MeasureResult(costs=(7.680805e-05,), error_no=0, all_cost=1.21885085105896, timestamp=1543905294.6881263)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 16, 1]), ('tile_x', [1, 2, 4, 2]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],winograd,None,413195
DEBUG:autotvm:No: 239	GFLOPS: 2809.7540/3473.3239	cost: 0.0001	result: MeasureResult(costs=(8.22887e-05,), error_no=0, all_cost=1.1385776996612549, timestamp=1543905295.4792795)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 8, 2]), ('tile_x', [1, 4, 4, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 128), ('unroll_explicit', 0)],winograd,None,102600
DEBUG:autotvm:No: 240	GFLOPS: 2821.7783/3473.3239	cost: 0.0001	result: MeasureResult(costs=(8.193805e-05,), error_no=0, all_cost=1.1961658000946045, timestamp=1543905296.314233)	[('tile_b', [16, 1, 1, 1]), ('tile_y', [16, 2, 8, 2]), ('tile_x', [1, 4, 4, 1]), ('tile_rc', [64, 8]), ('auto_unroll_max_step', 128), ('unroll_explicit', 1)],winograd,None,333600
